FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                (principio activo),Presentación                                         unidad de medida ,MAXIMO,MINIMO,CLAVE GOB,,
2015-02-18,METRO 2015,966,Dinoprostona,Ovulo 10 mg 5 óvulos,0,0,4208.01,,
2015-02-18,METRO 2015,967,Progesterona,Gel 1.0 g/100 g Envase con 80 g.,0,0,4215,,
2015-02-18,METRO 2015,968,Progesterona,Perla 200 mg 14 perlas,0,0,4217,,
2015-02-18,METRO 2015,969,Linestrenol,Tableta 0.50 mg 28 tabletas,0,0,4527,,
2015-02-18,METRO 2015,970,Urofolitropina,Solución inyectable 75 UI/ ml Frasco ámpula y diluyente con 1 ml,0,0,5204,,
2015-02-18,METRO 2015,971,Folitropina beta o folitropina alfa,Solución inyectable 75 UI/ml ó 75 UI (5.5 µg) Envase con una ampolleta o frasco ámpula con liofilizado y ampolleta o jeringa prellenada con 1 ml de disolvente.,0,0,5206,,
2015-02-18,METRO 2015,972,Folitropina beta o folitropina alfa,Solución inyectable 75 UI/ml ó 75 UI (5.5 µg) Envase con un frasco ámpula con liofilizado y jeringa prellenada con 1 ml de diluyente  1 aguja estéril para inyección  1 aguja estéril para extraer la solución y 2 toallitas con alcohol.,0,0,5206.01,,
2015-02-18,METRO 2015,973,"Ergometrina
(ergonovina)",Solución inyectable 0.2 mg/ ml 50 ampolletas con 1 ml,0,0,1544,,
2015-02-18,METRO 2015,974,Heparina,"Solución inyectable 10 000 UI/ 10 ml (1000
UI/ ml) 50 frascos ámpula con 10 ml",0,0,621,,
2015-02-18,METRO 2015,975,Heparina,"Solución inyectable 25 000 UI/ 5 ml  (5000
UI/ ml) 50 frascos ámpula con 5 ml",0,0,622,,
2015-02-18,METRO 2015,976,Warfarina,Tableta 5 mg 25 tabletas,0,0,623,,
2015-02-18,METRO 2015,977,Hierro dextrán,Solución inyectable 100 mg/ 2 ml 3 ampolletas con 2 ml,0,0,1705,,
2015-02-18,METRO 2015,978,Hidroxocobalamina,Solución inyectable 100 µg/ 2 ml 3 ampolletas con 2 ml,0,0,1708,,
2015-02-18,METRO 2015,979,Enoxaparina,Solución inyectable 40 mg/ 0.4 ml 2 Jeringas de 0.4 ml,0,0,2154,,
2015-02-18,METRO 2015,980,Enoxaparina,Solución inyectable 80 mg/ 0.4 ml 2 Jeringas de 0.4 ml,0,0,150.05,,
2015-02-18,METRO 2015,981,Nadroparina,Solución inyectable 2 850 UI Axa/0.3 ml 2 jeringas con 0.3 ml,0,0,2155,,
2015-02-18,METRO 2015,982,Nadroparina,Solución inyectable 2 850 UI Axa/0.3 ml 10 jeringas con 0.3 ml,0,0,2155.01,,
2015-02-18,METRO 2015,983,Deferasirox,Comprimido 125 mg Envase con 28 comprimidos.,0,0,2204,,
2015-02-18,METRO 2015,984,Deferasirox,Comprimido 250 mg Envase con 28 comprimidos.,0,0,2205,,
2015-02-18,METRO 2015,985,Deferasirox,Comprimido 500 mg Envase con 28 comprimidos.,0,0,2206,,
2015-02-18,METRO 2015,986,Complejo coagulante anti-Inhibidor del factor VIII,"Solución inyectable 500 U FEIBA/20 ml Frasco ámpula con liofilizado y frasco
con 20 ml de diluyente.",0,0,4218,,
2015-02-18,METRO 2015,987,Complejo coagulante anti-Inhibidor del factor VIII,Solución inyectable 1000 U FEIBA/20 ml Frasco ámpula con liofilizado y frasco con 20 ml de diluyente.,0,0,4219,,
2015-02-18,METRO 2015,988,Fondaparinux,Solución inyectable 2.5 mg 2 jeringas prellenadas,0,0,4220,,
2015-02-18,METRO 2015,989,Nadroparina,Solución inyectable 15 200 UI Axa/0.8 ml Envase con 2 jeringas con 0.8 ml,0,0,4221,,
2015-02-18,METRO 2015,990,Nadroparina,"Solución inyectable 5700 UI Axa/0.6 ml Envase con 2 jeringas prellenadas con
0.6 ml.",0,0,4222,,
2015-02-18,METRO 2015,991,Nadroparina,Solución inyectable 3800 UI Axa/0.4 ml 2 jeringas prellenadas con 0.4 ml.,0,0,4223,,
2015-02-18,METRO 2015,992,Enoxaparina,Solución inyectable 60 mg/0.6 ml 2 jeringas con 0.6 ml,0,0,4224,,
2015-02-18,METRO 2015,993,Globulina equina antitimocitica humana,Solución inyectable 50 mg/5 ml 5 ampolletas de 5 ml,0,0,4232,,
2015-02-18,METRO 2015,994,Ácido aminocaproico,Solución inyectable 5 g/ 20 ml Frasco ámpula con 20 ml,0,0,4237,,
2015-02-18,METRO 2015,995,Eptacog alfa (Factor de coagulación VII alfa recombinante),"Solución inyectable 60 000 UI (1.2 mg) ó
1 mg (50 KUI) Frasco ámpula con liofilizado (1.2 mg) y frasco ámpula con 2 ml de diluyente y equipo para su administración",0,0,4238,,
2015-02-18,METRO 2015,996,Eptacog alfa (Factor de coagulación VII alfa recombinante),Solución inyectable 60 000 UI (1.2 mg) ó 1 mg (50 KUI) Frasco ámpula con liofilizado (1 mg) y frasco ámpula con 1 ml de diluyente,0,0,4238.01,,
2015-02-18,METRO 2015,997,Factor antihemofílico humano,Solución inyectable 250 UI Frasco  ámpula   frasco  ámpula  con diluyente y equipo para administración.,0,0,4239,,
2015-02-18,METRO 2015,998,Dexametasona,Solución inyectable 8 mg/ 2 ml 1 ampolleta o frasco ámpula con 2 ml,0,0,4241,,
2015-02-18,METRO 2015,999,Enoxaparina,Solución inyectable 20 mg/ 0.2 ml 2 Jeringas de 0.2 ml,0,0,4242,,
2015-02-18,METRO 2015,1000,Eptacog alfa (Factor de coagulación VII alfa recombinante),"Solución inyectable 120 000 UI (2.4 mg) ó
2 mg (100 KUI) Frasco ámpula con liofilizado (2.4 mg) y frasco ámpula con 4 ml de diluyente y equipo para su administración",0,0,4245,,
2015-02-18,METRO 2015,1001,Eptacog alfa (Factor de coagulación VII alfa recombinante),"Solución inyectable 120 000 UI (2.4 mg) ó
2 mg (100 KUI) Frasco ámpula con liofilizado (2 mg) y frasco ámpula con 2 ml de diluyente",0,0,4245.01,,
2015-02-18,METRO 2015,1002,Abciximab,Solución inyectable 10 mg/5ml Frasco ámpula,0,0,4247,,
2015-02-18,METRO 2015,1003,Concentrado de proteínas humanas coagulables,"Solución Dos frascos ámpula (I y II) con  2 ml cada uno  dos jeringas previamente ensambladas y tubo de aire con filtro de
0.2 µm.",0,0,4248,,
2015-02-18,METRO 2015,1004,Eptacog alfa (Factor de coagulación VII alfa recombinante),"Solución inyectable 240 000 UI (4.8 mg) ó
5 mg (250 KUI) Frasco ámpula con liofilizado (4.8 mg) y frasco ámpula con 8 ml de diluyente y equipo para su administración",0,0,4250,,
2015-02-18,METRO 2015,1005,Eptacog alfa (Factor de coagulación VII alfa recombinante),"Solución inyectable 240 000 UI (4.8 mg) ó
5 mg (250 KUI) Frasco ámpula con liofilizado (5 mg) y frasco ámpula con 5 ml de diluyente",0,0,4250.01,,
2015-02-18,METRO 2015,1006,Concentrado de proteínas humanas coagulables,"Solución Dos frascos ámpula (I y II) con
5 ml cada uno  dos jeringas previamente ensambladas y tubo de aire con filtro de
0.2 µm.",0,0,4279,,
2015-02-18,METRO 2015,1007,Concentrado de proteínas humanas coagulables,Solución Dos frascos ámpula 1 y 2 y los frascos ámpula 3 y 4 unidos a través de un dispositivo de transferencia,0,0,4282,,
2015-02-18,METRO 2015,1008,Concentrado de proteínas humanas coagulables,Solución Frasco ámpula de 1.0 ml con liofilizado de fibrinógeno   asmafibronectina  factor XIII y plasminógeno; frasco ámpula con aprotinina (3000 UIK); frasco ámpula con trombina (4 UI); frasco ámpula con trombina (500 UI); rasco ámpula con cloruro de calcio (40 mmol/L) y envase con dos jeringas ensambladas y accesorios para reconstitución y aplicación.,0,0,4283,,
2015-02-18,METRO 2015,1009,Concentrado de proteínas humanas coagulables,Solución Frasco ámpula de 2.0 ml con liofilizado de fibrinógeno  plasmafibronectina  factor XIII y plasminógeno; frasco ámpula con aprotinina (3000 UIK); frasco ámpula con trombina (4 UI); frasco ámpula con trombina (500 UI); frasco ámpula con cloruro de calcio (40 mmol/L) y envase con dos jeringas ensambladas y accesorios para reconstitución y aplicación.,0,0,4284,,
2015-02-18,METRO 2015,1010,Concentrado de proteínas humanas coagulables,Solución Frasco ámpula de 5.0 ml con liofilizado de fibrinógeno  plasmafibronectina  factor XIII y plasminógeno; frasco ámpula con aprotinina (3000 UIK); frasco ámpula con trombina (4 UI); frasco ámpula con trombina (500 UI); frasco ámpula con cloruro de calcio (40 mmol/L) y envase con dos jeringas ensambladas y accesorios para reconstitución y aplicación.,0,0,4285,,
2015-02-18,METRO 2015,1011,Concentrado de proteínas humanas coagulables,Solución Frasco ámpula de 0.5 ml con liofilizado de fibrinógeno  plasmafibronectina  factor XIII y plasminógeno; frasco ámpula con aprotinina (3000 UIK); frasco ámpula con trombina (4 UI); frasco ámpula con trombina (500 UI); frasco ámpula con cloruro de calcio (40 mmol/L) y envase con dos jeringas ensambladas y accesorios para reconstitución y aplicación.,0,0,4286,,
2015-02-18,METRO 2015,1012,Concentrado de proteínas humanas coagulables,"Solución Frascos ámpula 1 y 2 y frascos ámpula
3 y 4 unidos a través de un dispositivo de transferencia.",0,0,4287,,
2015-02-18,METRO 2015,1013,Concentrado de proteínas humanas coagulables,"Solución Frascos ámpula 1 y 2 y frascos ámpula
3 y 4 unidos a través de un dispositivo de transferencia.",0,0,4288,,
2015-02-18,METRO 2015,1014,"Factor VIII de la
coagulación humano","Solución inyectable 500 UI Envase  con  un  frasco  ámpula  con
liofilizado  un frasco ámpula con 5 ó 10 ml de diluyente y equipo para administración",0,0,4324,,
2015-02-18,METRO 2015,1015,Desmopresina,Solución inyectable 15 µg/ml 5 ampolletas de 1 ml.,0,0,5169,,
2015-02-18,METRO 2015,1016,Factor IX,Solución inyectable 400 a 600 UI Frasco ámpula y diluyente,0,0,5238,,
2015-02-18,METRO 2015,1017,Interferón alfa 2a,Solución inyectable 4.5 ó 9 millones UI Frasco ámpula o jeringa con una aguja,0,0,5245,,
2015-02-18,METRO 2015,1018,Interferón alfa 2b,"Solución inyectable 5  18 ó 25 millones UI Frasco ámpula con o sin ampolleta con
diluyente",0,0,5245.01,,
2015-02-18,METRO 2015,1019,Aprotinina,Solución inyectable 10000 UIK/ml Frasco ámpula con 50 ml,0,0,5246,,
2015-02-18,METRO 2015,1020,"Factor VIII
recombinante",Solución inyectable 250 UI Frasco ámpula con liofilizado  un frasco ámpula con 10 ml de diluyente o jeringa con 2.5 ml de diluyente y equipo para administración,0,0,5252,,
2015-02-18,METRO 2015,1021,"Factor VIII
recombinante",Solución inyectable 500 UI Frasco ámpula con liofilizado  un frasco ámpula con 10 ml de diluyente o jeringa con 2.5 ml de diluyente y equipo para administración,0,0,5253,,
2015-02-18,METRO 2015,1022,Antitrombina III,Solución inyectable 500 UI/10 ml Frasco ámpula con liofilizado y  frasco ámpula con 10 ml de diluyente.,0,0,5340,,
2015-02-18,METRO 2015,1023,Antitrombina III,Solución inyectable 1000 UI/20 ml Frasco ámpula con liofilizado y frasco ámpula con 20 ml de diluyente.,0,0,5341,,
2015-02-18,METRO 2015,1024,Factor IX,Solución inyectable 500 UI Frasco ámpula con liofilizado y frasco ámpula con diluyente,0,0,5343,,
2015-02-18,METRO 2015,1025,Factor IX,Solución inyectable 500 UI Frasco ámpula con liofilizado y una jeringa con 5 ml de diluyente  un equipo de infusion  un adaptador,0,0,5343.01,,
2015-02-18,METRO 2015,1026,Factor IX,Solución inyectable 1000 UI Frasco ámpula con liofilizado y frasco ámpula con diluyente,0,0,5344,,
2015-02-18,METRO 2015,1027,Factor IX,Solución inyectable 1000 UI Frasco ámpula con liofilizado y una jeringa con 5 ml de diluyente  un equipo de infusion  un adaptador,0,0,5344.01,,
2015-02-18,METRO 2015,1028,Drotrecogin alfa,Solución inyectable 5 mg Frasco ámpula,0,0,5349,,
2015-02-18,METRO 2015,1029,Drotrecogin alfa,Solución inyectable 20 mg Frasco ámpula,0,0,5350,,
2015-02-18,METRO 2015,1030,Rivaroxabán,Coprimido 10 mg 10 comprimidos,0,0,5544,,
2015-02-18,METRO 2015,1031,Dabigatrán etexilato,Cápsula 75 mg Envase con 30 cápsulas.,0,0,5551,,
2015-02-18,METRO 2015,1032,Dabigatrán etexilato,Cápsula 75 mg Envase con 60 cápsulas.,0,0,5551.01,,
2015-02-18,METRO 2015,1033,Dabigatrán etexilato,Cápsula 110 mg Envase con 30 cápsulas.,0,0,5552,,
2015-02-18,METRO 2015,1034,Dabigatrán etexilato,Cápsula 110 mg Envase con 60 cápsulas.,0,0,5552.01,,
2015-02-18,METRO 2015,1035,Dabigatrán etexilato,Cápsula 150 mg Envase con 60 cápsulas.,0,0,5935,,
2015-02-18,METRO 2015,1036,Prasugrel,Tableta 5 mg 14 tabletas,0,0,5602,,
2015-02-18,METRO 2015,1037,Prasugrel,Tableta 5 mg 28 tabletas,0,0,5602.01,,
2015-02-18,METRO 2015,1038,Prasugrel,Tableta 10 mg 14 tabletas,0,0,5603,,
2015-02-18,METRO 2015,1039,Prasugrel,Tableta 10 mg 28 tabletas,0,0,5603.01,,
2015-02-18,METRO 2015,1040,Clopidogrel- ácido acetilsalicílico,Tableta 75 mg – 100 mg Envase con 28 tabletas,0,0,5630,,
2015-02-18,METRO 2015,1041,Eltrombopag,Tableta 25 mg 28 tabletas,0,0,5636,,
2015-02-18,METRO 2015,1042,Eltrombopag,Tableta 50 mg 28 tabletas,0,0,5637,,
2015-02-18,METRO 2015,1043,"Factor VIII
antihemofílico humano- factor de Von Willebrand","Solución inyectable 450 UI  400 UI  7.5 mg Frasco ámpula con liofilizado y un frasco
ámpula con 5 ml de diluyente",0,0,5638,,
2015-02-18,METRO 2015,1044,"Factor VIII
antihemofílico humano- factor de Von Willebrand","Solución inyectable 900 UI  800 UI  15 mg Frasco ámpula con liofilizado y un frasco
ámpula con 10 ml de diluyente",0,0,5639,,
2015-02-18,METRO 2015,1045,Bemiparina de sodio,Solución inyectable 3500 UI. Envase con 2 jeringas prellenadas con 0.2 ml,0,0,5634,,
2015-02-18,METRO 2015,1046,Neostigmina,Solución inyectable 0.5 mg/ml 6 ampolletas con 1 ml,0,0,291,,
2015-02-18,METRO 2015,1047,Penicilamina,Tableta 300 mg 50 tabletas,0,0,2202,,
2015-02-18,METRO 2015,1048,"Metiltionino cloruro de
(azul de metileno)",Solución inyectable 100 mg/10 ml Ampolleta con 10 ml,0,0,2231,,
2015-02-18,METRO 2015,1049,Acetilcisteína,Solución al 20 % 400 mg/2 ml(200 mg/ml) 5 ampolletas con 2 ml,0,0,4326,,
2015-02-18,METRO 2015,1050,Naloxona,Solución inyectable 0.4 mg/ml 10 ampolletas con 1 ml,0,0,302,,
2015-02-18,METRO 2015,1051,Flumazenil,Solución inyectable 0.5 mg/5 ml(0.1 mg/ml) Ampolleta con 5 ml,0,0,4054,,
2015-02-18,METRO 2015,1052,Acetazolamida,Tableta 250 mg 20 tabletas,0,0,2302,,
2015-02-18,METRO 2015,1053,Acetazolamida,Solución inyectable 500 mg/ 5ml Frasco ámpula con 5 ml,0,0,2303,,
2015-02-18,METRO 2015,1054,Manitol,"Solución inyectable al
20% 50 g/ 250 ml Envase con 250 ml",0,0,2306,,
2015-02-18,METRO 2015,1055,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro
Na+ 132 mEq  Ca++ Envase con 2 000 ml",0,0,2341,,
2015-02-18,METRO 2015,1056,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl– 102 mEq  lactato 35 mEq Miliosmoles por
litro 347 Envase con 1 000 ml",0,0,2342,,
2015-02-18,METRO 2015,1057,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl– 102 mEq  lactato 35 mEq. Miliosmoles por
litro 486 Envase con 1000 ml",0,0,2343,,
2015-02-18,METRO 2015,1058,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 486 Envase con 2 000 ml",0,0,2344,,
2015-02-18,METRO 2015,1059,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 347 Envase con 5 000 ml",0,0,2346,,
2015-02-18,METRO 2015,1060,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25% Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 486 Bolsa con 5 000 ml",0,0,2347,,
2015-02-18,METRO 2015,1061,Solución para diálisis peritoneal con sistema de doble bolsa,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 347 Bolsa con 2 000 ml  con sistema de doble bolsa",0,0,2348,,
2015-02-18,METRO 2015,1062,Solución para diálisis peritoneal con sistema de doble bolsa,"Solución para diálisis peritoneal al 4.25% Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 486 Bolsa con 2 000 ml  con sistema de doble bolsa",0,0,2349,,
2015-02-18,METRO 2015,1063,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por Bolsa con 6 000 ml",0,0,2350,,
2015-02-18,METRO 2015,1064,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 2.5% Cada 100 ml contiene Glucosa 2.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por litro 398 Bolsa con 2 500 ml",0,0,2351,,
2015-02-18,METRO 2015,1065,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 2.5% Cada 100 ml contiene Glucosa 2.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 398 Bolsa con 2 000 ml",0,0,2352,,
2015-02-18,METRO 2015,1066,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 2.5% Cada 100 ml contiene Glucosa 2.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 398 Bolsa con 6 000 ml",0,0,2353,,
2015-02-18,METRO 2015,1067,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por litro 486 Bolsa con 2 000 ml",0,0,2354,,
2015-02-18,METRO 2015,1068,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 486 Bolsa con 6 000 ml",0,0,2355,,
2015-02-18,METRO 2015,1069,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 347 Bolsa con 2 000 ml",0,0,2356,,
2015-02-18,METRO 2015,1070,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 347 Bolsa con 2 500 ml",0,0,2357,,
2015-02-18,METRO 2015,1071,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 0.5 mEq 
Cl–  96 mEq  lactato 40 mEq Miliosmoles por
litro 486 Bolsa con 2 500 ml",0,0,2358,,
2015-02-18,METRO 2015,1072,Solución para diálisis peritoneal con aminoácidos,Solución diálisis peritoneal Cada 100 ml contiene (mg) L-valina139; L- arginina 107; L-leucina 102; L-alanina 95; L- isoleucina 85; L- metionina 85; L-lisina 76; L-histidina 71; L- treonina 65: L-prolina 59; L- fenilalanina 57; Glicina 51; L-serina 51; Tirosina 30; L- iptofano 27; NaCl 538; Na-Lactato 448; CaCl2 25.70; MgCl2 5.08 Bolsas gemelas de 2000 ml con sistema integrado de tubería en “Y” y en el otro extremo bolsa de drenaje para dosis única.,0,0,2360,,
2015-02-18,METRO 2015,1073,Solución para diálisis peritoneal con aminoácidos,Solución diálisis peritoneal Cada 100 ml contiene (mg) L-valina139; L- arginina 107; L-leucina 102; L-alanina 95; L- isoleucina 85; L- metionina 85; L-lisina 76; L-histidina 71; L- treonina 65: L-prolina 59; L- fenilalanina 57; Glicina 51; L-serina 51; Tirosina 30; L- riptofano 27; NaCl 538; Na-Lactato 448; CaCl2 25.70; MgCl2 5.08 Bolsas gemelas de 2500 ml con sistema integrado de tubería en “Y” y en el otro extremo bolsa de drenaje para dosis única.,0,0,2361,,
2015-02-18,METRO 2015,1074,Solución para diálisis peritoneal con icodextrina,Solución para diálisis peritoneal con icodextrina Cada 100 ml contiene (g) Icodextrina 7.5; NaCl 0.54 Na-lactato 0.45; CaCl2 0.0257; MgCl2 0.0051 Bolsa con 2000 ml y con sistema integrado de tubería en “Y” y en el otro extremo  bolsa de drenaje de 2 litros.,0,0,2363,,
2015-02-18,METRO 2015,1075,Solución para diálisis peritoneal con icodextrina,Solución para diálisis peritoneal con icodextrina Cada 100 ml contiene (g) Icodextrina 7.5; NaCl 0.54 Na-lactato 0.45; CaCl2 0.0257; MgCl2 0.0051 Bolsa con 2000 ml de solución.,0,0,2364,,
2015-02-18,METRO 2015,1076,Sistema integral para la aplicacion de dialisis peritoneal continua ambulatoria,"Solución para diálisis
peritoneal baja en magnesio Envase con bolsa de 2000 ml y con sistema integrado de tubería en “Y” y en el otro extremo bolsa de drenaje  con conector tipo Luer lock y tapón con antiséptico",0,0,2365,,
2015-02-18,METRO 2015,1077,Sistema integral para la aplicacion de dialisis peritoneal automatizada,"Solución para diálisis
peritoneal baja en magnesio Envase con bolsa de 6 000 ml",0,0,2366,,
2015-02-18,METRO 2015,1078,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 1.5% Cada 100 ml contiene Glucosa 1.5 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 347 Envase con 500 ml",0,0,2516,,
2015-02-18,METRO 2015,1079,Solución para diálisis peritoneal,"Solución para diálisis peritoneal al 4.25 % Cada 100 ml contiene Glucosa 4.25 g. Miliequivalentes por litro Na+ 132 mEq  Ca++ 3.5 mEq  Mg++ 1.5 mEq 
Cl–  102 mEq  lactato 35 mEq Miliosmoles por
litro 486 Envase con 500 ml",0,0,2517,,
2015-02-18,METRO 2015,1080,Inmunoglobulina antilinfocitos T humanos,Solución inyectable 25 mg Frasco ámpula con polvo liofilizado,0,0,4231,,
2015-02-18,METRO 2015,1081,Inmunoglobulina antilinfocitos T humanos,Solución inyectable 50 mg /ml 10 frascos ámpula con 10 ml,0,0,4234,,
2015-02-18,METRO 2015,1082,Ciclosporina,Solución inyectable 50 mg/ ml 10 ampolletas con 1 ml,0,0,4236,,
2015-02-18,METRO 2015,1083,Ciclosporina,Emulsión oral 100 mg Envase con 50 ml,0,0,4294,,
2015-02-18,METRO 2015,1084,Ciclosporina,Cápsula de gelatina blanda 100 mg 50 cápsulas,0,0,4298,,
2015-02-18,METRO 2015,1085,Tolterodina,Tableta 2 mg 14 tabletas,0,0,4304,,
2015-02-18,METRO 2015,1086,Tolterodina,Tableta 2 mg 28 tabletas,0,0,4304.01,,
2015-02-18,METRO 2015,1087,Oxibutinina,Tableta 5 mg 30 tabletas,0,0,4305,,
2015-02-18,METRO 2015,1088,Oxibutinina,Tableta 5 mg 50 tabletas,0,0,4305.01,,
2015-02-18,METRO 2015,1089,Ciclosporina,Cápsula de gelatina blanda 25 mg 50 cápsulas,0,0,4306,,
2015-02-18,METRO 2015,1090,Sildenafil,Tableta 50 mg 1 tableta,0,0,4308,,
2015-02-18,METRO 2015,1091,Sildenafil,Tableta 50 mg 4 tabletas,0,0,4308.01,,
2015-02-18,METRO 2015,1092,Sildenafil,Tableta 100 mg 1 tableta,0,0,4309,,
2015-02-18,METRO 2015,1093,Sildenafil,Tableta 100 mg 4 tabletas,0,0,4309.01,,
2015-02-18,METRO 2015,1094,Vardenafil,Tableta 10 mg 1 tableta,0,0,4310,,
2015-02-18,METRO 2015,1095,Vardenafil,Tableta 10 mg 4 tabletas,0,0,4310.01,,
2015-02-18,METRO 2015,1096,Vardenafil,Tableta 20 mg 1 tabletas,0,0,4311,,
2015-02-18,METRO 2015,1097,Vardenafil,Tableta 20 mg 4 tabletas,0,0,4311.01,,
2015-02-18,METRO 2015,1098,Tadalafil,Tableta 20 mg 1 tableta,0,0,4312,,
2015-02-18,METRO 2015,1099,Tadalafil,Tableta 20 mg 4 tabletas,0,0,4312.01,,
2015-02-18,METRO 2015,1100,Tacrolimus,Cápsula 5 mg 50 cápsulas,0,0,5082,,
2015-02-18,METRO 2015,1101,Tacrolimus,Cápsula 5 mg 100 cápsulas,0,0,5082.01,,
2015-02-18,METRO 2015,1102,Tacrolimus,Solución inyectable 5 mg 5 ampolletas,0,0,5083,,
2015-02-18,METRO 2015,1103,Tacrolimus,Solución inyectable 5 mg 10 ampolletas,0,0,5083.01,,
2015-02-18,METRO 2015,1104,Tacrolimus,Cápsula 1 mg 50 cápsulas,0,0,5084,,
2015-02-18,METRO 2015,1105,Tacrolimus,Cápsula 1 mg 100 cápsulas,0,0,5084.01,,
2015-02-18,METRO 2015,1106,Daclizumab,Solución inyectable 25 mg/5 ml 1 frasco ámpula con 5 ml,0,0,5085,,
2015-02-18,METRO 2015,1107,Daclizumab,Solución inyectable 25 mg/5 ml 3 frascos ámpula con 5 ml,0,0,5085.01,,
2015-02-18,METRO 2015,1108,Sirolimus,Solución oral 1 mg/ml Envase con 60 ml,0,0,5086,,
2015-02-18,METRO 2015,1109,Sirolimus,Gragea 1 mg 60 grageas,0,0,5087,,
2015-02-18,METRO 2015,1110,Sevelámero,Comprimido 800 mg 180 comprimidos,0,0,5160,,
